9413	7.066	3.1346842646598816	1.7088	1.0	0.6551724	0
9414	6.786	4.970202744007111	1.4420000000000002	1.0	0.63793105	0
9415	6.46	3.516090512275696	1.0140000000000002	1.0	0.6034483	0
9416	6.914	3.682955801486969	1.5888	1.0	0.6896552	0
9417	6.626	4.052443504333496	1.29	1.0	0.6034483	0
9418	6.72	3.897497057914734	1.2946	1.0	0.6034483	0
9419	6.97	4.255065619945526	1.6604	1.0	0.6896552	0
9420	6.31	4.159713983535767	0.9943999999999997	1.0	0.6034483	0
9421	6.68	3.861740231513977	1.2839999999999998	1.0	0.6034483	0
9422	7.068	4.410012066364288	1.7801999999999998	1.0	0.6896552	0
9423	6.252	3.9213350415229797	0.9516	1.0	0.6034483	0
9424	6.436	4.874851107597351	1.0490000000000004	1.0	0.6034483	0
9425	6.974	3.9928486943244934	1.6864000000000003	1.0	0.6896552	0
9426	6.59	3.468414843082428	1.3192	1.0	0.6034483	0
9427	6.324	4.457687735557556	0.9443999999999995	1.0	0.6034483	0
9428	6.954	3.647198975086212	1.6613999999999995	1.0	0.6896552	0
9429	6.698	4.076281189918518	1.4044000000000008	1.0	0.6034483	0
9430	6.296	4.1835519671440125	0.9126000000000007	1.0	0.67241377	0
9431	7.118	4.100119173526764	1.8288000000000002	1.0	0.6896552	0
9432	6.562	5.1847440004348755	1.2378000000000005	1.0	0.6034483	0
9433	6.636	6.901072859764099	1.2745999999999995	1.0	0.63793105	0
9434	6.676	4.040524363517761	1.3412000000000002	1.0	0.6551724	0
9435	6.452	4.922526776790619	1.1183999999999998	1.0	0.6896552	0
9436	7.206	3.885578215122223	1.8216000000000006	1.0	0.6551724	0
9437	6.214	3.504171669483185	0.9012000000000002	1.0	0.6034483	0
9438	6.802	6.662693619728088	1.4107999999999996	1.0	0.67241377	0
9439	6.502	8.0572110414505	1.1983999999999995	1.0	0.67241377	0
9440	7.334	7.568534016609192	2.0687999999999995	1.0	0.67241377	0
9441	6.164	5.411204099655151	0.847	1.0	0.6034483	0
